policy_id,policy_name,summary,district,source,detail_url,정책 유형,주관 기관,정책 소개,지원 내용,사업운영기간,사업신청기간,지원규모,관련 사이트,연령,학력,전공요건,취업상태,특화분야 요건,추가단서 사항,참여제한 대상,신청절차,심사 및 발표,제출서류,신청 사이트,기타사항,운영기관,참고 사이트 Ⅰ,참고 사이트 Ⅱ
20250315005400210617,청년취업사관학교 조성 및 운영,ㅇ 디지털 신기술 분야 양질의 교육과정 제공 및 취업지원을 통해 청년일자리 미스매칭 해소,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250315005400210617&tabKind=001,일자리,경제일자리기획관,ㅇ 디지털 신기술 분야 양질의 교육과정 제공 및 취업지원을 통해 청년일자리 미스매칭 해소,"ㅇ (사업 근거) 「서울특별시 일자리정책 기본조례」제6조 및 제18조
ㅇ (추진 경과)
- ’21.07.09 : 청년취업사관학교 추진 기본계획 수립
- ’21.12.28 : 청년취업사관학교 금천 캠퍼스 개관
- ’22.1~12월 : 마포, 용산 등 5개 캠퍼스 개관
- ’23.1~12월 : 광진, 서대문 등 8개 캠퍼스 개관
- ’24.1~12월 : 강북, 관악 등 5개 캠퍼스 개관
ㅇ (사업 기간) 2021년 ~
ㅇ (사업 대상) 20~30대 청년 구직자 중심
ㅇ (사업 내용) AI 교육 + 취·창업지원
- 교육과정 : AI 핵심(딥러닝, 머신러닝 등) + AI 융합(AI+빅데이터, 핀테크 등)
- 취업지원 : 잡 코디, 일자리 매칭데이 개최 등
- 창업지원 : BM/법률/회계 등 멘토단 구성(32명), 창업 자문
ㅇ (사업비) 44,404백만원 (지방비 100%)",,,3000,,만 15세 ~ 만 39세,제한없음,제한없음,미취업자,제한없음,,,,,,,,,,
20250315005400210616,서울 매력일자리,어려운 고용여건에 있는 실업시민이 안정된 생활기반 위에서 직업역량을 배양하고 체계적인 취·창업 지원을 통해 안정적 일자리 진입 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250315005400210616&tabKind=001,일자리,경제일자리기획관,어려운 고용여건에 있는 실업시민이 안정된 생활기반 위에서 직업역량을 배양하고 체계적인 취·창업 지원을 통해 안정적 일자리 진입 지원,"○ 지원내용: 직무교육 + 일 경험 제공 + 취·창업 지원
○ 일터 기반 학습을 통한 취업 디딤돌 일자리 사업
- 경력형성형 : 민간 부문에서 경력 형성 기회가 적고 공공부문에서 주도적으로 유용한 일 경험 기회 제공이 가능한 일자리 연계사업
- 약자동행형 : 노인 · 장애인 등 사회적 약자 보호를 위한 정책사업 지원 및 민간분야 일자리 연계가 가능한 사업
○ 임금: 서울형 생활임금 시급 11,779원 적용 (일급제)
○ 최대 18개월간 안정적으로 근무가능 (풀타임 · 파트타임 선택가능)
○ 일하는 동안 관련 경력을 쌓아 민간일자리에 취업, 2023년 참여자취업률 60.5%
○ 연간 140시간 취·창업교육, 자격증 응시비용 지원
○ 문의처 : 다산콜센터 120",,20250101 ~ 20250331,3500,,만 18세 ~ 만 39세,,제한없음,미취업자,제한없음,,,,,,https://job.seoul.go.kr,"□ 사업 내용
ㅇ 사업 근거
- 고용정책기본법 제6조(국가와 지방자치단체의 시책), 제34조(실업대책사업)
- 서울특별시 일자리정책 기본 조례 제3조(시장의 책무)~7조(보조금 지원 사업)
- 서울특별시 청년일자리 기본 조례 제3조(책무), 제11조(행정적·재정적 지원)
ㅇ 주요 추진경과
- (2013년) 취약계층의 일자리지원을 위한 경과형 일자리 도입
- (2015년) 민간수요를 반영한 민간공모 방식 도입
- (2016년) 청년사업 강화, 투자출연기관 사업 추진
- (2017년) 참여자 처우 개선(생활임금 지급 등), 자치구 사업 도입
- (2018년) 민간기업 맞춤형 뉴딜일자리 사업 도입
- (2020년) 평가 개선 등 사업관리 강화, 참여자 온라인 교육 도입
- (2021년) 온라인 교육 확대, 사업종료자 취창업 지원서비스 도입
- (2022년) 서울시 공공일자리 개편
- (2024년) 뉴딜일자리에서 매력일자리로 사업명칭 변경
ㅇ 사업 기간 : ’13년부터 계속사업
□ 과제 추진체계
ㅇ 사업 대상 : 구직의사 있는 미취업 만18세 이상 서울시민
ㅇ 사업주체
- 공공형(서울시, 투자출연기관, 자치구), 민간형(민간협회·단체)
ㅇ 사업 시행방법
- 직접사업(서울시 본청 및 사업소), 간접사업(자치구 사업: 시 70%, 구 30%)
- 민간보조사업(투자출연기관, 민간기업 맞춤형, 민간 협단체 협력형)
ㅇ 사업비: 71,130백만원(구비 3,039백만원 별도)",,https://news.seoul.go.kr/economy/newdeal,
20250315005400210614,서울시 일자리카페 운영,"ㅇ 취업준비 청년에게 일자리정보와 취업상담, 특강, 멘토링 등 취업 역량강화 프로그램과 스터디룸 대여, 이력서용 사진촬영 등 취업 준비 종합서비스 제공",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250315005400210614&tabKind=001,일자리,경제일자리기획관,"ㅇ 취업준비 청년에게 일자리정보와 취업상담, 특강, 멘토링 등 취업 역량강화 프로그램과 스터디룸 대여, 이력서용 사진촬영 등 취업 준비 종합서비스 제공","ㅇ 사업 근거
- 서울특별시 청년일자리 기본조례 제11조(행정적·재정적 지원)
- 서울특별시 일자리정책 기본조례 제18조(일자리지원시설)·제19조(행정·재정 지원)
ㅇ 사업 기간 : ’16년 ~ 계속 사업
ㅇ 사업 대상 : 39세 이하 청년 구직자
ㅇ 사업내용 : 취업지원 프로그램(1:1상담, 취업특강, 멘토링 등)및 스터디룸 무료 제공
ㅇ 사업비 : 1,297백만원 (지방비 100%)",,20250201 ~ 20251231,0,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250315005400210613,서울형 청년인턴 직무캠프,ㅇ 실무중심 직무교육과 인턴십 과정의 접목으로 청년 구직자에게 일경험 및 취업역량 강화 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250315005400210613&tabKind=001,일자리,경제일자리기획관,ㅇ 실무중심 직무교육과 인턴십 과정의 접목으로 청년 구직자에게 일경험 및 취업역량 강화 지원,"ㅇ (사업 근거)
- 청년고용촉진특별법 제8조의2(청년에 대한 직장체험 기회 제공)
- 서울특별시 일자리 정책 기본 조례 제6조(취업 지원 사업)
- 서울특별시 청년일자리 기본 조례 제7조(청년일자리 지원 사업)
ㅇ (사업 기간)
- ’21년~ (계속사업)
ㅇ (사업 대상)
- 서울시 거주 청년(18∼34세 )
※「제대군인지원에 관한 법률 시행령」제19조에 따라 제대군인의 응시 연령을 군 복무기간만큼 최대 3년까지 연장
ㅇ (사업 내용)
- 사전직무교육 ✚ 인턴십 및 직장적응교육 ➔ 취업연계
ㅇ (사업비) 4,316백만원 (지방비 100%)",,,270,,만 18세 ~ 만 34세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250315005400210612,2025 서울시 취업날개 서비스 지원,ㅇ 물가상승과 취업난으로 경제적 부담을 겪고 있는 구직 청년들을 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250315005400210612&tabKind=001,일자리,경제일자리기획관 일자리정책과 동행일자리팀,ㅇ 물가상승과 취업난으로 경제적 부담을 겪고 있는 구직 청년들을 지원,"ㅇ (사업 근거)
- 「청년고용촉진 특별법」제3조(국가 및 지방자치단체 등의 책무)
- 「서울특별시 청년 기본 조례」제12조(청년의 고용확대 등)
- 「서울특별시 청년일자리 기본 조례」제12조(행정적·재정적 지원)
ㅇ (추진 경과)
- ’16년도 취업날개 서비스 최초 시행계획 수립
- 청년구직비용 절감을 위한 재정적 지원 근거 신설
- ’24년 취업날개 서비스 운영기관 확대 (14개 지점)
ㅇ (사업 기간)
- ’16년~ (계속사업)
ㅇ (사업 대상)
- 서울시 거주 청년(고교졸업예정자 ∼ 39세 )
※ 주민등록 및 추가 증빙 등을 통하여 서울에 거소를 두고 있음이 확인된 청년
ㅇ (사업 내용)
- 구직용 면접정장 무료대여(1인당 연간 최대 10회)
ㅇ (사업비) 2,123백만원 (지방비 100%)",2025.01.01.~2025.12.31.,2025.01.01.~2025.12.31.,"55,000명",,만 18세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,"대여업체 문의가능 연락처
- 마이스윗인터뷰(영등포점) 영등포구 국회대로 547, 2층(영등포구청역 3번출구 도보 4분) 0507-1412-3027
- 마이스윗인터뷰(천호점) 강동구 천호대로151길 36, 8층(천호역 2번출구 도보 3분) 0507-1413-3027
- 열린옷장(건대점) 광진구 아차산로 213, 5층(건대입구역 1번출구 도보 1분) 02-6929-1020
- 체인지 레이디(왕십리점) 성동구 왕십리로 24나길 20, 4층(왕십리역 2번출구 도보 5분)              02-6204-1517
- 체인지 레이디(강남점) 강남구 역삼로3길 17-6, 3층(강남역 4번출구 도보 5분) 02-6204-1517
- 슈트 갤러리(회기점) 서대문구 신촌로 37길 75, 1층(충정로역 7번출구 도보 3분) 02-363-6009
- 야베스컬렉션(이수점) 서초구 방배천로24길 17, 3층(이수역 5번출구 도보 5분) 02-1833-5389
- 드림윙즈(홍대점) 마포구 동교동 161-5, 3층(홍대입구역 1번출구 도보 1분) 02-547-4782
- 달콤정장(성북점) 성북구 동소문로23길 8-12, 3층(성신여대입구역 7번출구 도보 4분 0507-1388-8420
- 스완제이(노원점) 노원구 동일로 1426, 5층(노원역 3번출구 도보 1분) 010-7578-7108
- 스완제이(신림점) 관악구 신림동길10 2층(당곡역 2번출구 도보 7분) 010-9808-7108
- 종로신사(종로점) 종로구 종로 223, 우교빌딩 4층(종로5가역 3번 출구 도보 1분) 02-743-1850","- 실제 회사 면접에 참여하는 경우만 대여 인정(대학원 면접 또는 모의면접에 참여할 경우 불인정)
- 증빙서류가 없는 경우 대여 불가, 대여시 증빙서류 지참",서울시 통합회원 가입 후 서울일자리포털 로그인하여 온라인 신청,"마이스윗인터뷰(천호,영등포) / 열린옷장(건대입구) / 체인지레이디(왕십리,강남) / 슈트갤러리(회기) / 스완제이(노원, 신림)/ 야베스컬렉션(이수) / 드림윙즈(홍대)/ 종로신사(종로) / 달콤정장(성북) 12 곳에서 대여가 가능. 대여기간은 3박4일.","- 서울 거주 사실을 증명할 수 있는 서류
- 실제 면접을 보는 회사의 면접확인 서류를 회사명, 면접일, 연락처 등이 보여지도록 캡처하여 업로드
- 전화로 면접을 통보받았을 경우 취업지원 사실을 확인할 수 있는 자료 제출",https://job.seoul.go.kr/hmpg/main/main.do?sso=ok,,,https://www.seoul.go.kr,
20250309005400210602,서울형 강소기업 육성 지원,"청년에게는 우수 중소기업에서 일할 기회를, 중소기업에게는 청년 인재를 채용할 기회를 제공하여 청년과 중소기업의 일자리 미스매치 해소를 통한 청년 일자리 확대에 기여",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250309005400210602&tabKind=001,일자리,경제일자리기획관,"청년에게는 우수 중소기업에서 일할 기회를, 중소기업에게는 청년 인재를 채용할 기회를 제공하여 청년과 중소기업의 일자리 미스매치 해소를 통한 청년 일자리 확대에 기여","ㅇ (사업 근거)
- 청년고용촉진 특별법 제3조(국가 및 지방자치단체 등의 책무), 제7조
- 서울특별시 일자리정책 기본조례 제7조(보조금 지원 사업)
- 서울특별시 강소기업 육성 및 지원 조례 (’19. 3. 28. 제정)
ㅇ (추진 경과)
- (‘16년)「서울형 강소기업 선정을 통한 청년채용지원 및 일자리질 개선계획」수립
- (‘19년) 서울특별시 강소기업 육성 및 지원 조례 제정
ㅇ (사업 기간) 2016년 ~ (계속사업)
ㅇ (사업 대상) 서울시 소재 중소기업 중 공공기관 인증을 받은 기업
※ 주요 공공기관 인증 : 하이서울브랜드, 청년친화강소기업, 가족친화인증기업, 이노비즈(기술혁신기업), 메인비즈(경영혁신기업), 벤처기업
ㅇ (사업 내용)
- 청년이 선호하는 조직문화를 가진 기업을 발굴·육성, 청년인재 중소기업 유입을 촉진
ㅇ (사업비) 1,010백만원 (지방비 100%)",,20250601 ~ 20250630,0,,만 0세 ~ 만 0세,제한없음,제한없음,제한없음,중소기업,,,,,,,,,,
20260804005400213319,2026. 「은평 청년 버스킹 페스타」 참가자 모집,"지역의 청년모임을 대상으로한 버스킹 경연을 통하여 청년들의 지역활동 참여 및 재능발현의 장을 마련하고, 지역 상권을 이용하는 주민들에게 공연을 제공하여 청년과 지역사회간의 연대감을 강화",은평구,자치구,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20260804005400213319&tabKind=001,참여.권리,서울특별시 은평구,"지역의 청년모임을 대상으로한 버스킹 경연을 통하여 청년들의 지역활동 참여 및 재능발현의 장을 마련하고, 지역 상권을 이용하는 주민들에게 공연을 제공하여 청년과 지역사회간의 연대감을 강화","춤, 노래, 연주, 마술, 악기연주 등 청년 버스킹 경연 및 시상
- 시상내역 : (1등) 100만원, (2등)50만원, (3등) 30만원",,20260727 ~ 20260814,16,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,"19~39세 청년, 청년 모임 및 동아리",,"1) 구글 폼 링크 접속 또는 QR코드 스캔하여 신청서 접수
2) 30~90초 공연 영상 이메일 제출
- 주소 : jh0101@ep.go.kr
- 제목 : [ 은평 청년 버스킹 페스타 신청 ] 팀명 또는 이름
- 첨부 : 공연 영상 또는 유튜브 링크","1) 예선 : 2026. 8. 20.(목)
- 제출된 영상 심사 후 16팀 선정(결과 개별안내)
2) 본선 : 2026. 9. 5.(토) 17:00
- 청년판정단(60명) + 주민 코인 투표제
3) 결선 : 2026. 9. 5.(토) 19:00
- 전문 심사위원(70%) + 코인 투표(30%)","구글폼 신청서, 공연 영상 이메일 제출",https://docs.google.com/forms/d/e/1FAIpQLSfkA3BXF4T1hK_qj7koxZor2BDTYhBj3iKahMX0yPkruUEUeg/viewform,"2026. 은평 청년 버스킹 페스타 행사 개요
□ 일 시 : 2026. 9. 5.(토) 17:00~20:00
□ 장 소 : GTX연신849광장(연서로 231)
□ 대 상 : 19세~39세 청년, 청년 모임 및 동아리
□ 내 용 : 춤, 노래, 연주, 마술, 악기연주 등 청년 버스킹 경연",,https://www.ep.go.kr/www/selectEminwonView.do?pageUnit=10&pageIndex=1&searchCnd=notAncmtSj&searchKrwd=%EB%B2%84%EC%8A%A4%ED%82%B9&key=754¬AncmtMgtNo=50109¬AncmtSeCode=01,
20260706005400213250,"2026 청년 취업교육(N잡/프리랜서, 진로/취업 커리어 개발 교육)",취업·프리랜서 등 다양한 진로를 가진 청년 대상 맞춤형 커리어 개발 교육을 통해 청년들의 취업 역량을 강화하고 구직활동을 독려하고자 함,중랑구,자치구,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20260706005400213250&tabKind=001,주거,서울특별시 중랑구,취업·프리랜서 등 다양한 진로를 가진 청년 대상 맞춤형 커리어 개발 교육을 통해 청년들의 취업 역량을 강화하고 구직활동을 독려하고자 함,"1차) N잡·프리랜서 교육(7회) : 7.14.~8.25. (화) 19시 운영 * 신청 : ~7.12.(선착순 마감)
- 교육내용 : 포트폴리오 작성, 비즈니스매너, 상황별 스타일링, 웹페이지 제작 등
2차) 진로·취업교육(7회) : 9.4.~10.30.(금) 14시 운영 * 신청 : 8월경(선착순 마감)
- 교육내용 : 진로탐색, 이력서 작성, 면접 준비, 퍼스널컨설팅 등
3차) 연말정산 특강(1회) : 11.10.(화) 19시 운영 * 신청 : 10~11월경(선착순 마감)
- 교육내용 : 사회초년생 연말정산 특강",,20260626 ~ 20260712,230,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,선착순 지원 / 원하는 일정 선택 시 미참여자 우선 회차별 선발,당일 불참자 등,중랑청년청 인스타그램 참조 및 링크 네이버폼 작성 신청(1차),운영사무국에서 별도 연락,,https://forms.gle/9q7YJFCCpry7fg8r7,,,https://youth.seoul.go.kr/infoData/sprtInfo/view.do?sprtInfoId=71822&key=2309130006,
20260520005400213208,2026년 서울청년정책네트워크 하반기 모집,청년의 능동적인 시정참여 기회를 제공하기 위해 청년정책네트워크 하반기 모집을 진행,,자치구,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20260520005400213208&tabKind=001,참여.권리,서울특별시 미래청년기획관 청년정책담당관,청년의 능동적인 시정참여 기회를 제공하기 위해 청년정책네트워크 하반기 모집을 진행,"정책제안 활동 및 선택활동(정책홍보, 청정아트, 파일럿 프로그램, 사회기여 중 택1) 지원",,20260520 ~ 20260529,0,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,,"① 2차례 연임자(23~25년 연임)
② 과거 위원 활동 시 징계, 해촉 등 부적절한 전력이 있는 경우 위촉 불가","ㅇ 신청자격 : 서울시 거주 및 생활권으로 하는 만 19~39세 청년
- (생활범위) 서울 거주, 서울 소재 대학(재·휴학생) 또는 직장(재·휴직자)
- (연령범위) 2026.1.1. 기준 만 19~39세(1986.1.2.~2007.1.1. 출생)
※ ｢서울특별시 청년 기본 조례｣ 제24조에 따라 의무복무 제대군인은 복무기간에 비례하여 최대 3살의 범위에서 연령 상한 연장 적용
- 제외대상 : ① 2차례 연임자(23~25년 연임), ② 과거 위원 활동 시 징계, 해촉 등 부적절한 전력이 있는 경우 위촉 불가
ㅇ 신청절차
- 청년몽땅정보통(youth.seoul.go.kr) 접속 후 신청서 작성 및 증빙서류 첨부
- 서울청년정책네트워크 유튜브 채널에서 사전교육(비대면) 이수
- 구글 폼 링크를 통해 인증 사진 업로드 및 퀴즈 응시 (70점 이상 득점 필수)
ㅇ 문의처 : 서울시 미래청년기획관 청년정책담당관(02-2133-4317)
※ 문의시간 : 평일 09시~18시(공휴일 제외)","ㅇ  선발 방법
-  신청 자격 및 서류 적격 여부 확인 후, 선발심사단에서 활동신청서와 퀴즈 점수 등을 종합 평가하여 선발
ㅇ  결과 발표: 2026. 6. 5.(금) 17:00 예정 (청년몽땅정보통 공지)","1. 활동신청서 (필수): 지원동기, 제안정책, 선호활동 3개 문항 작성 (총 500자 이상, 청년몽땅정보통 신청페이지 내 신청서 작성)
2. 거주·생활 증빙서류 (필수)
(서울 거주자) 주민등록표 초본 (성명, 생년월일, 현주소만 표시)
(서울 생활권자) 재학·휴학증명서, 재직증명서, 사업자등록증 중 택 1
3. 우선선발 증빙서류 (해당자): 기초생활수급자 증명서, 차상위계층 확인서, 한부모가족증명서, 장애인증명서, 가족돌봄청년 신청서 등 (미제출 시 일반선발로 전환)
4. 市 위원회 추천 이력서 (선택): 향후 서울시 위원회 청년위원 추천 인력풀 활용 희망자 양식 제출",https://youth.seoul.go.kr/youthPlcyNtwkMbr/step0.do?key=2311050002,,,https://youth.seoul.go.kr/bbs/view.do?pstSn=2605150002&key=2303300002&sc_detailAt=&pageIndex=1&orderBy=regYmd+desc&sc_wDateS=&sc_wDateE=&sc_bbsCtgrySn=2304110001&sc=&sw=&recordCountPerPage=10,https://youth.seoul.go.kr/network/index.do
20260415005400212750,2026년 미취업청년 자격증 응시료 지원사업(중랑구),미취업 청년의 자격증 취득 비용을 지원하여 경제적 부담을 완화하고 취업역량을 강화하여 청년들의 구직활동을 촉진하고자 함,중랑구,자치구,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20260415005400212750&tabKind=001,일자리,서울특별시 중랑구,미취업 청년의 자격증 취득 비용을 지원하여 경제적 부담을 완화하고 취업역량을 강화하여 청년들의 구직활동을 촉진하고자 함,"□ 신청기간 : 2026. 1. ~ 12. ※ 예산 소진시 조기 마감
□ 대    상 : 주민등록상 중랑구 거주 19 ~ 39세(1987.1.1.~2007.12.31.출생자) 미취업 청년
□ 지원내용 : 자격증 응시료 실비 (1인 생애 10만원 이내)
□ 대상 시험종류
- 어학(토익, 토스, 토플, 오픽, 아이엘츠, 텝스, 지텔프, HSK, JPT, JLPT 등)
- 한국사능력검정시험
- 국기기술자격증, 국가전문자격증(Q-NET에서 확인가능)
- 국가공인 민간 자격증(한국직업능력연구원 민간자격정보서비스에서 확인가능)
※ 경찰청 주관 자동차운전면허 제외
※ 합격 여부와는 무관하며, 자격시험 접수 후 미응시자는 지원 제외
○ 신청자 제출서류
① (필수)응시료 지원 신청서 ※ 서명란에 자필 서명
② (필수)개인정보 수집･이용 및 행정정보공동 이용에 관한 동의서 ※ 서명란에 자필 서명
③ (필수)응시 사실 확인 증빙(응시확인서 또는 성적표 중 택1) ※ 접수증 불가
④ (필수)응시료 결제 영수증(실제 결제금액 표기) ※ 매출전표 제출 원칙
⑤ (필수)통장 사본(신청자 본인 명의)
⑥ (선택)근로계약서
※ 근로계약서 : 근로계약 3개월 이하 또는 주 26시간 이하 단기근로자, 동행일자리 등
정부일자리 근로자일 경우 제출
※ 근로계약서가 없을 경우 계약기간 및 근로시간, 정부일자리 참여를 증명할 수 있는 증명서 제출
○ 기관 조회서류 ※ 단, 행정정보공동이용 미동의 시 신청자가 제출
① (필수)주민등록 초본 ※ 출생년도, 중랑구 거주유무 확인
② (필수)고용보험 피보험 자격이력내역서 ※ 미취업유무 확인",2026. 2. 2. ~ 예산 소진 시 조기 마감 예정,20260202 ~ 20261210,300,,만 19세 ~ 만 39세,제한없음,제한없음,미취업자,제한없음,,"- 현재까지 생애 10만원 이상 지원받은 자는 지원 제외(1인 생애 10만원 까지 지원가능)
- 2026년 서울 청년수당, 국민취업지원제도(1,2유형) 참여자는 지원 제외
- 2026년 타자치구 유사사업(자격증 응시료 지원사업 등) 참여자 지원 제외",신청방법 : 이메일(jnyouth2274@jn.go.kr) 또는 방문(중랑구청 지역경제과) 신청,"신청/발표 : 매월 20일까지 신청(12월은 10일까지) 분 월말 선정 통보, 익월 10일까 지원금 지급",,,,,https://www.jungnang.go.kr/health/bbs/view/B0000117/164097?menuNo=400493,
20260415005400212749,중랑청년청 동네친구 커뮤니티(중랑구),중랑구 거주 및 활동 청년 소모임 운영을 통한 청년 취미 활동 및 교류 활성화,중랑구,자치구,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20260415005400212749&tabKind=001,참여.권리,서울특별시 중랑구,중랑구 거주 및 활동 청년 소모임 운영을 통한 청년 취미 활동 및 교류 활성화,"중랑청년청 동네친구 커뮤니티 모집
ㅇ 모임내용 : 탁구, 플로깅, 페이퍼크레프트, 영화감상 (모임일정 인스타 모집글 참조)
ㅇ 모집시기 : 상시
ㅇ 모집인원 : 미정
ㅇ 신청방법 : '중랑청년청' 인스타그램 게시글 QR스캔 접속하여 신청 폼작성
ㅇ 문의 : 0507-1410-1939(중랑청년청)",상시 모집,,0,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,중랑구 거주 또는 활동 청년(19~39세),,,,,,,,https://www.instagram.com/p/DXEOOvzkwyH/?img_index=1,
20260415005400212748,2026년 중랑구 청년 창업 아카데미,창업 아이디어 발굴부터 비즈니스 모델 구축까지 단계별 창업 교육 및 멘토링을 통해 지역 청년 창업가를 양성하고자 함,중랑구,자치구,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20260415005400212748&tabKind=001,일자리,서울특별시 중랑구 기획경제국,창업 아이디어 발굴부터 비즈니스 모델 구축까지 단계별 창업 교육 및 멘토링을 통해 지역 청년 창업가를 양성하고자 함,"□ 사업기간 : 2026. 5. ~ 6.  * 모집기간 : 4월말~5월초 예정
□ 대    상 : 중랑구 거주 또는 활동하는 19~39세 청년 예비 및 초기 창업가 20팀
□ 장    소 : 중랑청년청(중랑구 중랑역로 159)
□ 주요내용 : 창업 교육·전문가 멘토링(5회), 모의 창업대회·네트워킹데이(2회) 개최",,,20,,만 19세 ~ 만 39세,제한없음,제한없음,(예비)창업자,제한없음,"중랑구 거주 또는 활돋 예비 및 초기 창업가 20팀
(프로그램 완주 의지가 높고 실제 창업까지 연계가능한 중랑구 거주자 우선)",,ㅇ 신청절차 및 기간 4월 말 중랑청년청 인스타그램에 게시 예정,,,,,,https://www.instagram.com/jn_youth_,
20260415005400212747,2026년 중랑구 청년 재테크 교육,사회초년생을 위한 재테크 교육을 통해 청년들의 자산 형성 및 투자  등 재무 관리 역량을 강화하고자 함,중랑구,자치구,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20260415005400212747&tabKind=001,복지.문화,서울특별시 중랑구 기획경제국,사회초년생을 위한 재테크 교육을 통해 청년들의 자산 형성 및 투자  등 재무 관리 역량을 강화하고자 함,"□ 사업기간 : 2026. 7. ~ 8.  * 2026. 5~6월중 모집 예정
□ 대    상 : 중랑구 거주 또는 활동하는 19~39세 청년 240명(회당 40명)
□ 장    소 : 중랑청년청 지하프로그램실(중랑구 중랑역로 159)
□ 주요내용 : 재무상태 진단·저축 및 투자 전략 수립 등 자산 관리 교육 운영",,,240,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,중랑구 거주 또는 활동하는 19~39세 청년(중랑구 거주자 우선선발),,신청기간 현재 미정으로 '중랑청년청' 인스타그램에 신청 기간 및 절차 등 안내예정,,,,,,https://www.instagram.com/jn_youth_/,
20260410005400212688,2026년 중랑구 청년 취창업 특강 및 멘토링 운영,"전현직자 멘토링 및 특강을 통한 청년들의 다양한 진로 탐색 기회 제공 및 
청년 구직자의 활발한 취업활동 독려",중랑구,자치구,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20260410005400212688&tabKind=001,일자리,서울특별시 중랑구,"전현직자 멘토링 및 특강을 통한 청년들의 다양한 진로 탐색 기회 제공 및
청년 구직자의 활발한 취업활동 독려","○ 사업기간 : 2026. 4. ~ 9.
○ 대    상 : 중랑구 거주 또는 활동 청년(1987.1.1.~2007.12.31. 출생자) 100여명
○ 장    소 : 중랑청년청(중랑구 중랑역로 159)
○ 내    용 : 전·현직자 멘토링(6회) 및 취·창업 특강(1회)  * 회당 15명 내외 모집
- 자세한 일정은 '중랑청년청 인스타그램' 을 통해 안내예정",매회 별도 모집,,70,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,중랑구 거주 청년 우선,,"중랑청년청 인스타그램 등을 통한 큐알코드(네이버 모집폼) 활용 신청
또는 02-2094-2273 문의",,,,,,https://www.instagram.com/jn_youth_/,
